elapsed_time,x,y,z,pitch,roll,yaw,x_speed,y_speed,z_speed,pitch_speed,roll_speed,yaw_speed,control_x,control_y,control_z,control_yaw
0.00,-0.49387353819017327,-1.8185816831663069,0.9827821266381995,-0.06940295071782152,-0.07382454048285068,3.1327104676295376,0.02387181293122926,0.027354369884738276,-0.002904491990925852,-0.10779894618847269,0.1950313179741694,-5.90799550284724e-05,0,20,0,0
0.04,-0.4930768484462453,-1.817548648388756,0.9828639834231903,-0.06513908998679337,-0.07636418368671113,3.1332419469430994,0.019127303104825685,0.024801586136432265,0.0019652562991268525,0.10236877934066943,-0.06097295177775,0.012760006014787929,0,20,0,0
0.08,-0.4925932588338085,-1.8163520633726964,0.9830852356464892,-0.06499398322110592,-0.08034012326479434,3.133195900830978,0.013063276286973013,0.03232352445883415,0.005976718373864953,0.003919790091711379,-0.10740263205219777,-0.0012438503001592426,0,20,0,0
0.12,-0.49175550699299175,-1.8153232868855294,0.9833507280653411,-0.06521709954202404,-0.08151184354810039,3.1382511446370263,0.01941511253574967,0.023842157425769724,0.00615285450685758,-0.005170777631433833,-0.02715491635163543,0.11715656428088697,0,20,0,0
0.16,-0.4907307345493821,-1.8140024068750624,0.9833872858482798,-0.06761552436575553,-0.07569627813107074,-3.1306383993097637,0.027014400025905393,0.034820199558925284,0.0009637130452974155,-0.06322575126251545,0.1533062403581787,0.37685582692492026,0,20,0,0
0.20,-0.48890320244198715,-1.8128354405192546,0.9844774288058409,-0.07389126964631093,-0.0845659365929758,-3.111987775075209,0.04470405344601878,0.028545668844144955,0.026666458466810494,-0.15351372011486025,-0.21696455253754232,0.4562209874231043,0,20,0,0
0.24,-0.48782507900078176,-1.8107818027296514,0.9843896575116003,-0.07481279054437197,-0.08067737030750899,-3.095067531763941,0.027652787991839515,0.05267375537668957,-0.002251245913630491,-0.023636089384756042,0.09973783610901316,0.4339873183108843,0,20,0,0
0.28,-0.48815776741329964,-1.80669073040468,0.9842512604064563,-0.07553169615352184,-0.07774639159398107,-3.079239389580884,-0.008281234766425056,0.10183441651335537,-0.0034449619390638847,-0.017894900754771535,0.07295752394386384,0.3939919648605402,0,20,0,0
0.32,-0.4860671056886103,-1.8030430047220354,0.9846179599993593,-0.0785973425512958,-0.07672978902721525,-3.067672020578111,0.05183528110819701,0.09044068867409302,0.009091846976446797,-0.0760087779530934,0.02520535924167778,0.2867981064847099,0,20,0,0
0.36,-0.48636183799241306,-1.7971665808270247,0.9844788604804662,-0.07561251054012096,-0.0796400421822861,-3.0615280623836068,-0.00753429435608631,0.15022007026340664,-0.003555825766666156,0.07630179211949767,-0.07439531954293298,0.1570590971930243,0,20,0,0
0.40,-0.48519371789792143,-1.7902241977208593,0.9845464734768404,-0.07527404621113247,-0.07986003025095045,-3.0570871525837857,0.028390434160456546,0.16873031413609363,0.001643291927778956,0.008226165522811793,-0.005346673521800412,0.10793355741321733,0,20,0,0
0.44,-0.48399328105383366,-1.7817977702199523,0.9845920598332548,-0.07710400574170123,-0.0780946568424383,-3.0539341156725337,0.03119074409887326,0.21894241679013285,0.0011844624599152427,-0.047547523812165815,0.0458693937086725,0.081924815884752,0,20,0,0
0.48,-0.4813607164568202,-1.772354772582543,0.985080414827753,-0.07740240007822316,-0.07887474466970536,-3.051972037823477,0.06141997618974757,0.22031318460618204,0.011393738322034053,-0.006961794238638699,-0.018200113999485665,0.04577694880050191,0,20,0,0
0.52,-0.47968989288272335,-1.7615091871771908,0.985266720458521,-0.07856877531385699,-0.07845470049435792,-3.052774287512989,0.04369640474459586,0.2836404135729982,0.004872379331036308,-0.03050376183965327,0.010985253369143312,-0.020980926821126487,0,0,0,0
0.56,-0.47812733538197777,-1.7488190446657585,0.9852397173057234,-0.07870093409658471,-0.07967327186190583,-3.0518412240223487,0.04001539339007817,0.3249807092083461,-0.0006915212921484982,-0.0033844422866232777,-0.031206283687511344,0.02389473834919344,0,0,0,0
0.60,-0.4780497901126596,-1.7340077320367733,0.9849787825006954,-0.07489725520694024,-0.07671511268991815,-3.051488198546523,0.0018833037057247267,0.3597150439488101,-0.006337194900249987,0.09237807297902952,0.07184335265982593,0.008573755596995877,0,0,0,0
0.64,-0.4748821356961774,-1.7190198559627679,0.985410370870431,-0.0784945509873048,-0.07532936123931291,-3.057362286444691,0.08179991374117401,0.3870393700896753,0.011145120892094646,-0.09289475613381326,0.03578494817376558,-0.1516894901407245,0,0,0,0
0.68,-0.4732507605279807,-1.7021486648909794,0.9855964085671037,-0.07633501950591404,-0.07843289865910812,-3.072897364177429,0.038606404946303324,0.3992558224138677,0.004402572009823331,0.05110519547568069,-0.07344504484953308,-0.3676367726531899,0,0,0,0
0.72,-0.4719378669159826,-1.6840221442207182,0.985765680293503,-0.0702569930531291,-0.07722659214065912,-3.0893710864714286,0.03420422455730077,0.4722420596628402,0.0044099598688352275,0.15834807920184393,0.031427359128642675,-0.42918244973484754,0,0,0,0
0.76,-0.4704462603409327,-1.6652178951137255,0.9859757485646391,-0.06852149957977559,-0.0837455054178452,-3.106963152745993,0.037604670486438126,0.47407111448921146,0.005295999795029831,0.04375326663777829,-0.1643473485694732,-0.4435109542262754,0,0,0,0
0.80,-0.4688151598334179,-1.6460965106491392,0.9860609391081069,-0.06866183998629291,-0.08289641870653836,-3.120986784955942,0.04114096688358375,0.4822953836391383,0.0021487463902164793,-0.003539781877546646,0.021416367728553418,-0.3537156574220748,0,0,0,0
0.84,-0.46662407199170547,-1.6267351030239632,0.9865788759725179,-0.06644336626244685,-0.08355750512476591,-3.131996318921539,0.052419537633591126,0.4632018928342,0.012391110223403643,0.05307471687917068,-0.015815817020029356,-0.2633918499528848,0,0,0,0
0.88,-0.4647594798184266,-1.6072321068397641,0.9869822265363827,-0.06488085721882166,-0.08271260808796238,-3.1401204299470664,0.048251890490821445,0.5046982657167496,0.010437900317252015,0.04043458743653326,0.021864233841641115,-0.21023563284065844,0,0,0,0
0.92,-0.4623956815713506,-1.5881935082924623,0.9874744530911658,-0.06510951279220192,-0.08054908129162147,3.137192941113695,0.05820479542382704,0.46879539528080794,0.012120300858486923,-0.005630282063022649,0.05327342751470523,-0.14458714526958552,0,0,0,0
0.96,-0.45902023794371694,-1.5691136962267012,0.9877929620268338,-0.07342327629689878,-0.06927131848144068,3.128200555534082,0.08462677730451185,0.47835579106769627,0.00798543472852125,-0.20843690201622309,0.2827482331557581,-0.22545084315797914,0,0,0,0
1.00,-0.45737305137760714,-1.5499405426928947,0.9880987083792768,-0.07260333852528385,-0.06954634184969269,3.125880560650562,0.04038605009078541,0.47009121792644193,0.007496350297466986,0.02010339848386086,-0.0067430780185357055,-0.05688209915254868,0,0,0,0
1.04,-0.45563687579948364,-1.5310440796638807,0.9883596476592903,-0.07230046089081718,-0.06865001728077173,3.1256398860379346,0.044171639665807595,0.48076229523860364,0.006638796211998372,0.007705788458880237,0.022804217719027534,-0.006123224171355212,0,0,0,0
1.08,-0.45439394754701945,-1.5120883751133547,0.9887516746990893,-0.07470162249832456,-0.07218112653784148,3.124041923455285,0.030202824572720534,0.46061855787476347,0.009526152364256173,-0.05834758575848384,-0.08580501185562961,-0.03883006397340122,0,0,0,0
1.12,-0.4529216674147458,-1.493686911038368,0.9889505387543112,-0.07563647455461202,-0.07011766565070651,3.1247999140470064,0.03709981764824937,0.4636963758986189,0.0050111524456479956,-0.023557229399540528,0.051996913466991104,0.019100517704139754,0,0,0,0
1.16,-0.4519668876732851,-1.475569061512872,0.9891155375624985,-0.0708123733069071,-0.07086529085058818,3.1263371270713707,0.02484897826821809,0.4715328882419567,0.004294238368166333,0.12555145638564244,-0.019457600049420026,0.040007314124207494,0,0,0,0
1.20,-0.45196745332091065,-1.4568327918390112,0.9893727703266301,-0.06494642590055115,-0.07829248754967635,3.1331643158602906,-1.3409095576424913e-05,0.44415713855127054,0.006097893040988481,0.1390566244108944,-0.17606719431065224,0.16184356275926448,0,0,0,0
1.24,-0.45054716907334796,-1.4391952121110603,0.9896773173832852,-0.06196912134048648,-0.07844624207380436,3.1305311050633517,0.0363992661657654,0.45201864354920746,0.007804979456904568,0.07630282552546425,-0.003940444919761777,-0.06748433690849333,0,0,0,0
1.28,-0.4485618425721577,-1.4218102732685567,0.990084832411526,-0.06991531118134302,-0.07436393372432704,3.1281455307642108,0.049451640765662254,0.4330339366633498,0.010150615916872736,-0.19792821242763103,0.10168445637127442,-0.05942124038045618,0,0,0,0
1.32,-0.4475198157832825,-1.4042129982015685,0.990604587386982,-0.07048141645914079,-0.07373347461524361,3.1291736237575387,0.02648369152504394,0.4472445521851839,0.01320986234283009,-0.01438788110628005,0.016023469590587328,0.026129556346384083,0,0,0,0
1.36,-0.4464718022182166,-1.3870791730803396,0.9912681974905088,-0.06707618856312027,-0.07451418726520992,3.131369531332074,0.025808556226904533,0.4219404249747305,0.016342172697484045,0.08385770809592849,-0.019225959467847255,0.05407678487722701,0,0,0,0
1.40,-0.4455510098264621,-1.3697031280391487,0.9917498628982707,-0.06630575105486808,-0.07335749991976104,3.1322404187354147,0.022453841616649456,0.42372088081143067,0.011745577911974931,0.01878738566992163,0.02820622182292908,0.02123689117726486,0,0,0,0
1.44,-0.44477262211320817,-1.3524094196077587,0.9924039970119283,-0.06738303278857011,-0.07521403723406027,3.1326554749242868,0.019665897846866717,0.4369240387717395,0.016526641464525926,-0.027217429266342727,-0.046905253706122536,0.010486358497291242,0,0,0,0
1.48,-0.4442890250758815,-1.334958327004935,0.9928616712318351,-0.06883009595540833,-0.07898957902631315,3.1323402259647106,0.012312599327703944,0.44431271175074366,0.011652592669888632,-0.036842882813450585,-0.09612700191463676,-0.008026381115140431,0,0,0,0
1.52,-0.44359003635117233,-1.3178339795091607,0.9932141834002012,-0.06893934939753184,-0.07840126318062995,3.132354569230103,0.017646071179662503,0.4323066226017112,0.008899220537888941,-0.0027581189054753943,0.014852118384839639,0.0003620978037470714,0,0,0,0
1.56,-0.4428213171655529,-1.3007735332182464,0.9936301633822422,-0.06954118234967036,-0.07859456801537794,3.130798615249824,0.019281667973067188,0.42792461409517524,0.010433963464427015,-0.015095685622877872,-0.004848636161195623,-0.03902776018909445,0,0,0,0
1.60,-0.4419728500526754,-1.2840599285595782,0.9938768091519692,-0.0654852948062818,-0.074780243216575,3.1314358875451807,0.02112682405881154,0.4161686170895763,0.0061414776162628405,0.10099156612080293,0.09497665578831402,0.015868074857840565,0,0,0,0
1.64,-0.44146874307328415,-1.26703340521929,0.994164575035797,-0.06391495851220817,-0.07680463395287337,3.1308384751195586,0.012605316180023435,0.42575230838911016,0.007195655088636634,0.03926663645813512,-0.050620376916358345,-0.014938441288661989,0,0,0,0
1.68,-0.4412820494375245,-1.250012760924295,0.9944821060373589,-0.0658367933804437,-0.07807097037274943,3.1296169567164682,0.00466912647721723,0.42567889694632627,0.007941311982581913,-0.048064252600828375,-0.03167052204564974,-0.030549642975621658,0,0,0,0
1.72,-0.44029564897833945,-1.2334371453848971,0.994740027404225,-0.06301632226296987,-0.07732878514964463,3.1296864452102064,0.024415691802124544,0.4102848053971873,0.006384150112610122,0.06981318074195457,0.01837080011336242,0.0017200008689249719,0,0,0,0
1.76,-0.4397498454631071,-1.2168045285965408,0.9949603630900284,-0.06198186347475257,-0.07621983861291526,3.1298847837378574,0.013823735339443387,0.42125945705339407,0.005580510424315249,0.026200059378124745,0.028086633745502153,0.005023381560110028,0,0,0,0
1.80,-0.4392380973369637,-1.200192458476653,0.9953049451147089,-0.06214037320187365,-0.07437502089306228,3.131587917257272,0.01288905496559679,0.4183970080773288,0.008678755093318126,-0.0039922776089908385,0.04646417989233379,0.042895675477928594,0,0,0,0
1.84,-0.4394737361377221,-1.1835253467511893,0.9957216586097529,-0.06226195291765488,-0.08208065771486728,3.130939990759007,-0.005717546263045663,0.40441125169100917,0.010111147564326876,-0.0029500135265911587,-0.1869697811781952,-0.015721306155692373,0,0,0,0
1.88,-0.4389857289490486,-1.1671513443337664,0.995908940832693,-0.0612262104274803,-0.08044912389968034,3.132653766722971,0.012193722803284606,0.4091334129750579,0.004679577607701677,0.02587985815352705,0.04076675825339911,0.04282172381170928,0,0,0,0
1.92,-0.43786634960994103,-1.1510000100293725,0.9961494767610601,-0.060684249187340035,-0.07778940209755883,3.134159726917216,0.028815100650170365,0.4157681916719255,0.006191883969742957,0.01395118449799469,0.06846664821479272,0.03876647804391848,0,0,0,0
1.96,-0.4380056435679177,-1.1345763330863712,0.99653289699065,-0.060721246684620284,-0.08088102928160205,3.133305293622497,-0.0033915061887861355,0.3998809625621891,0.009335452164962782,-0.000900808928241998,-0.0752744259722826,-0.02080360016354712,0,0,0,0
2.00,-0.43683024979081886,-1.1184916595608494,0.9967572604009826,-0.058816426654927825,-0.07420527472204075,3.134116987314748,0.029412747345735908,0.40249867556090596,0.005614411468153976,0.04766571966267054,0.16705234112023665,0.020311611272291485,0,0,0,0
2.04,-0.43709044315311524,-1.1021527667412514,0.9973652580253783,-0.06138860709238984,-0.08092015957102969,3.1334175034134204,-0.006663146180095689,0.41841356104191535,0.015569870855834654,-0.0658695291268403,-0.17195772765470616,-0.017912691715246492,0,0,0,0
2.08,-0.43650848185381463,-1.0861455714407224,0.9979271148488853,-0.0576647537540488,-0.08205215172640937,3.133292128373362,0.01479750601983402,0.4070142964917089,0.01428631034077489,0.09468626566286051,-0.02878311797325096,-0.0031879059865816454,0,0,0,0
2.12,-0.43581519244443984,-1.0700705552609135,0.9984245687076677,-0.059351088882614575,-0.07776670571312837,3.133806701938116,0.014975108368000574,0.3472216740294425,0.010745044338791424,-0.03642497772728364,0.09256598699808709,0.0111148313983994,0,0,0,0
2.16,-0.43572163026847494,-1.0537257573620675,0.9990727372969636,-0.05108802430153847,-0.08406692703356343,3.1372318092791556,0.002743274838332394,0.47923503649972005,0.01900452360876816,0.24227586542328142,-0.18472463306922748,0.10042531279719721,0,0,0,0
2.20,-0.4347892565469268,-1.0384079829117983,0.9999980095767477,-0.05529521111354772,-0.08369130535679851,3.1332283698329437,0.02147993710780592,0.35288943072850426,0.021316334767949436,-0.09692476957919395,0.008653536459438255,-0.09223085714680308,0,0,0,0
2.24,-0.43435776399143755,-1.0222340967893195,1.0004191323806586,-0.04994578960419788,-0.08713828105294849,3.137382847635718,0.011290712895582786,0.42321635052939,0.011019371278259959,0.13997641825139165,-0.09019579236808217,0.1087087494453128,0,0,0,0
2.28,-0.43349814022565775,-1.0066782922765207,1.000978906661079,-0.05234598921158,-0.08323223355676079,3.136915228484897,0.021163894526392606,0.3829831364462151,0.013781615051857208,-0.05909279542410435,0.0961666958444374,-0.01151276032663549,0,0,0,0
2.32,-0.43294210937998595,-0.9907500939303338,1.0020252106495413,-0.05411043834026427,-0.08151582196204626,3.1333911236707492,0.01462849472560683,0.41905151001847507,0.027526984331434686,-0.046420508814352494,0.04515669976890549,-0.09271490797234336,0,0,0,0
2.36,-0.4323307419735205,-0.9752771728039549,1.0022098224208849,-0.046465550691385415,-0.08628996282955478,3.1361778991486196,0.015346767921141235,0.3884069171457881,0.004634192108310109,0.1919047618335439,-0.1198422276713735,0.06995465583365285,0,0,0,0
2.40,-0.43157024383532033,-0.9597236171271034,1.002618298088889,-0.04704812434210578,-0.0847752530663684,3.1362845346264963,0.01858520636399171,0.38010091994733286,0.009982410479651468,-0.014237051975546202,0.037016781654450465,0.0026059792424367218,0,0,0,0
2.44,-0.43084616323213415,-0.9443326739988284,1.0029765664242436,-0.045959714882433826,-0.08495262818522982,3.1358340866634498,0.017999680963610955,0.38259838037229915,0.008906074416814777,0.027056411876888602,-0.004409309593903163,-0.011197537387230018,0,0,0,0
2.48,-0.4298746823699258,-0.9292499259590857,1.0034562624705499,-0.046339913166051634,-0.08260126698144188,3.136689906938655,0.02423893439388385,0.37632212268573023,0.011968656766940644,-0.009486137722086237,0.05866764047763348,0.021353144781975756,0,0,0,0
2.52,-0.4293153914302499,-0.9139623547499274,1.0035521838801116,-0.048948268065003284,-0.0831174033204222,3.1358307911097105,0.014107492801107428,0.3856120052732855,0.002419511025242187,-0.06579285546984658,-0.01301896592634543,-0.021670242645398054,0,0,0,0
2.56,-0.42854631914082025,-0.8988682918696755,1.0039532359874566,-0.04598297456995316,-0.08477530351641385,3.1351620066120898,0.01896513537097985,0.3722159148840993,0.00988984730194239,0.07312341547245073,-0.04088341509726547,-0.016492062847300065,0,0,0,0
2.60,-0.4275665664004943,-0.8838756422364,1.0040620466723191,-0.0445005092028353,-0.07936120587575067,3.1351349011591796,0.024813753103757448,0.3797120345358405,0.002755798844035155,0.03754572770298659,0.137120394366394,-0.0006864875070979482,0,0,0,0
2.64,-0.42720132636934033,-0.8684779194267522,1.0044840931555994,-0.04253813299140878,-0.08195731845640727,3.1349960293379455,0.0089584844922555,0.3776701600053624,0.010351814020855311,0.04813250289814264,-0.06367657515656636,-0.003406201267166812,0,0,0,0
2.68,-0.42659925237176605,-0.8536635350386645,1.0045200418134674,-0.04151265654958027,-0.08351805788685031,3.1346826272651955,0.015041643593401476,0.37010847656441714,0.0008981070457964065,0.02561952719027841,-0.03899202813852816,-0.007829739033293889,0,0,0,0
2.72,-0.426179124903564,-0.8384971009402209,1.0048415462333953,-0.041040853460757615,-0.08150937474831337,3.1358347713861354,0.010747850422923805,0.3879931151295712,0.008224840500149619,0.01206983454197988,0.051386846978695444,0.02947456097195335,0,0,0,0
2.76,-0.4252826026664332,-0.824167383772862,1.0047246940513894,-0.04281144190254794,-0.0812151531899681,3.1356576335619506,0.022394256581007847,0.35794244658794716,-0.0029188542542619546,-0.044227583235097456,0.0073493693701726474,-0.0044247311675076366,0,0,0,0
2.80,-0.4249254664191285,-0.8091612285672,1.004925106323122,-0.03871209482936091,-0.0854679630539455,3.135053541928681,0.008800838938069284,0.36979375810045134,0.004938720552846863,0.10101941098009828,-0.10480116462433235,-0.014886512383896107,0,0,0,0
2.84,-0.42455259364818,-0.7941882590740735,1.0051485430760991,-0.03845788972009634,-0.07973625720292686,3.135972850895089,0.009428947190384767,0.3786260344910842,0.005650113144099995,0.006428161929562557,0.14493938949363258,0.023246845496000465,0,0,0,0
2.88,-0.42386124806530495,-0.7800610101166247,1.0050305204035184,-0.03987648995268956,-0.07908485757555159,3.1347118001779957,0.017150558593486253,0.3504617907615817,-0.0029278479700970573,-0.035191931520912025,0.016159599126409855,-0.031283521220924926,0,0,0,0
2.92,-0.4234003389088005,-0.7655065538409179,1.0051827548231207,-0.03795788965583662,-0.07928216251381197,3.1342461103070987,0.011593848729860662,0.3661072079488904,0.0038293507678026375,0.048261053834292675,-0.004963068265326106,-0.011714104269821361,0,0,0,0
2.96,-0.42352848050852215,-0.7505727866190981,1.0055268682027845,-0.041239314782094506,-0.08254000450210927,3.13374116037712,-0.0032248211938849724,0.37582431580444475,0.008659983348497343,-0.0825805930025137,-0.08198709796827966,-0.012707608142733069,0,0,0,0
