epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
190,276.179,0.23916,0.16256,0.8207,0.99915,1,0.995,0.97451,0.26701,0.15768,0.82203,0.0001289,0.0001289,0.0001289
191,277.975,0.20254,0.14737,0.7783,0.99904,1,0.995,0.97232,0.27096,0.16261,0.8208,0.000119,0.000119,0.000119
192,279.441,0.19856,0.14451,0.774,0.9986,1,0.995,0.96818,0.26042,0.1686,0.82062,0.0001091,0.0001091,0.0001091
193,280.866,0.20499,0.14239,0.77125,0.99839,1,0.995,0.96469,0.25886,0.17033,0.82311,9.92e-05,9.92e-05,9.92e-05
194,282.308,0.20411,0.14098,0.77925,0.99835,1,0.995,0.96638,0.2644,0.17044,0.82527,8.93e-05,8.93e-05,8.93e-05
195,283.75,0.19747,0.13831,0.77891,0.99844,1,0.995,0.97003,0.27124,0.16681,0.82716,7.94e-05,7.94e-05,7.94e-05
196,285.2,0.18974,0.13224,0.77438,0.99852,1,0.995,0.97369,0.26955,0.17077,0.82832,6.95e-05,6.95e-05,6.95e-05
197,286.638,0.19703,0.1347,0.77929,0.99856,1,0.995,0.96761,0.27002,0.16899,0.82836,5.96e-05,5.96e-05,5.96e-05
198,288.076,0.19058,0.13454,0.77547,0.9986,1,0.995,0.97002,0.27144,0.17156,0.82797,4.97e-05,4.97e-05,4.97e-05
199,289.515,0.19506,0.13109,0.77714,0.99848,1,0.995,0.96865,0.27819,0.17606,0.82825,3.98e-05,3.98e-05,3.98e-05
200,290.963,0.19373,0.12839,0.77564,0.99846,1,0.995,0.96895,0.27752,0.17761,0.82634,2.99e-05,2.99e-05,2.99e-05
