Time,Smoothed_Y_Position
0.0,-1.8188262096553174
0.04,-1.818143902193878
0.08,-1.8172685471161147
0.12,-1.8161301094967706
0.16,-1.8146426601498247
0.2,-1.8126919165152888
0.24,-1.8101328446914269
0.28,-1.8067961055337514
0.32,-1.802500337981212
0.36,-1.797066923477449
0.4,-1.790334595844209
0.44,-1.7821723748829874
0.48,-1.7724902486456233
0.52,-1.7612474496841164
0.56,-1.748457991865735
0.6,-1.7341927012007612
0.64,-1.7185768139217643
0.68,-1.7017825628205736
0.72,-1.6840168907815949
0.76,-1.665505336230805
0.8,-1.6464740926972856
0.84,-1.627132947968745
0.88,-1.607661843725521
0.92,-1.5882030042514643
0.96,-1.5688592013674583
1.0,-1.5496972365707276
1.04,-1.530754656166749
1.08,-1.512047417571448
1.12,-1.4935766755514828
1.16,-1.4753337194369929
1.2,-1.4573029856665876
1.24,-1.4394637621764164
1.28,-1.421791544874319
1.32,-1.4042598667749562
1.36,-1.386842840838715
1.4,-1.3695179813040435
1.44,-1.3522685040516422
1.48,-1.3350844225507814
1.52,-1.3179622281440482
1.56,-1.3009034716760857
1.6,-1.2839128458114286
1.64,-1.2669963010174727
1.68,-1.2501594754061969
1.72,-1.233406522892416
1.76,-1.2167393644500994
1.8,-1.200157372920088
1.84,-1.183657472479187
1.88,-1.1672346245220735
1.92,-1.1508826779142454
1.96,-1.1345955051880796
2.0,-1.1183682183970112
2.04,-1.1021981692247473
2.08,-1.0860854809239142
2.12,-1.0700330114082812
2.16,-1.054045820103398
2.2,-1.0381303280074372
2.24,-1.0222933677191264
2.28,-1.0065412296051632
2.32,-0.9908787346882008
2.36,-0.9753084112444133
2.4,-0.9598299751635151
2.44,-0.9444403611437191
2.48,-0.9291344278721473
2.52,-0.9139062008207084
2.56,-0.8987502520846828
2.6,-0.8836627021695129
2.64,-0.8686414549406558
2.68,-0.8536856120782764
2.72,-0.8387944014222863
2.76,-0.8239661793208235
2.8,-0.8091979983292773
2.84,-0.7944859417336725
2.88,-0.7798261107004648
2.92,-0.7652159137182832
2.96,-0.7506551602740297
3.0,-0.7361464804526308
3.04,-0.7216948650911751
3.08,-0.7073065231291399
3.12,-0.6929875286196475
3.16,-0.6787427519702499
3.2,-0.6645753774071018
3.24,-0.6504870155584933
3.28,-0.6364781888425032
3.32,-0.6225489238312711
3.36,-0.6086992920194484
3.4,-0.5949298438751007
3.44,-0.5812418695642317
3.48,-0.5676373284389984
3.52,-0.5541182911983478
3.56,-0.5406859610891005
3.6,-0.5273396507712311
3.64,-0.5140762023309106
3.68,-0.5008901459070947
3.72,-0.48777457031546506
3.76,-0.47472245060761176
3.8,-0.46172811869880304
3.84,-0.4487886058860364
3.88,-0.4359046333632131
3.92,-0.423081046677929
3.96,-0.41032652148568716
4.0,-0.39765246647203695
4.04,-0.38507122655219983
4.08,-0.3725938877521609
4.12,-0.3602281172577091
4.16,-0.34797648938722786
4.2,-0.33583565839344587
4.24,-0.3237965724692984
4.28,-0.3118457149429623
4.32,-0.29996715494914694
4.36,-0.2881450342499589
4.4,-0.276366022732644
4.44,-0.2646212481529463
4.48,-0.2529072822199362
4.52,-0.24122597317623276
4.56,-0.22958320114666272
4.6,-0.21798688279090964
4.64,-0.2064446942878131
4.68,-0.19496202843702548
4.72,-0.18354066652149328
4.76,-0.17217846389548522
4.8,-0.16086998152651338
4.84,-0.14960761209492274
4.88,-0.1383826312826989
4.92,-0.12718584037112993
4.96,-0.1160078703698995
5.0,-0.10483952730166729
5.04,-0.09367257625279113
5.08,-0.08250103891596354
5.12,-0.0713226204571078
5.16,-0.060139653142041824
5.2,-0.048959123432216
5.24,-0.0377917581723404
5.28,-0.02665048999092556
5.32,-0.015548751929612819
5.36,-0.0044989667936926
5.4,0.006488616505628094
5.44,0.017406773882835177
5.48,0.0282519049640396
5.52,0.03902433426780287
5.56,0.04972818368295265
5.6,0.06037071917904012
5.64,0.0709612051154709
5.68,0.08150945835161791
5.72,0.0920244077614833
5.76,0.10251296891131105
5.8,0.11297944358763137
5.84,0.12342551414594082
5.88,0.13385076162403325
5.92,0.14425351083389631
5.96,0.1546317492564203
6.0,0.1649839182573917
6.04,0.17530947964634339
6.08,0.18560922604785116
6.12,0.19588530815128413
6.16,0.20614094958998339
6.2,0.21637986403312132
6.24,0.22660546704126
6.28,0.23682002234969915
6.32,0.24702384392569499
6.36,0.257214633595181
6.4,0.26738702571072903
6.44,0.2775324363584394
