Time,Smoothed_X_Speed,x_control
5.8,0.294678595640821,0
5.84,0.2922633924249435,0
5.88,0.289701702029313,0
5.92,0.2869680240446759,0
5.96,0.2840594618656156,0
6.0,0.28099783646222953,0
6.04,0.27782812980678695,0
6.08,0.27461208234926815,0
6.12,0.2714174770538841,0
6.16,0.26830598348818735,0
6.2,0.2653235489351091,0
6.24,0.2624963308554745,0
6.28,0.2598325760807263,0
6.32,0.25732801012908757,0
6.36,0.2549709483222584,0
6.4,0.2527446498260144,0
6.44,0.25062749485381675,0
6.48,0.2485936141221501,0
6.52,0.24661592745165994,0
6.56,0.24467138689553414,0
6.6,0.2427466878300144,0
6.64,0.24084225469842013,0
6.68,0.23897250244583335,0
6.72,0.23716155776436487,0
6.76,0.23543585247637333,0
6.8,0.23381669260056914,0
6.84,0.23231546180586538,0
6.88,0.23093210117258733,0
6.92,0.22965585576020242,0
6.96,0.2284669724174737,0
7.0,0.22733854601225678,0
7.04,0.22623838151926146,0
7.08,0.22513141231096379,0
7.12,0.22398349622810287,0
7.16,0.22276678836535835,0
7.2,0.22146566792629052,0
7.24,0.22008129262824916,0
7.28,0.21863298277025045,0
7.32,0.2171557629928822,0
7.36,0.21569454900819962,0
7.4,0.21429584932708412,0
7.44,0.21299794234441727,0
7.48,0.21182103434300714,0
7.52,0.2107594869438234,0
7.56,0.20977800240000732,0
7.6,0.2088127965540698,0
7.64,0.20777791755213215,0
7.68,0.2065761454201731,0
7.72,0.2051132513498477,0
7.76,0.20331388201565437,0
7.8,0.20113686186261082,0
7.84,0.19858713833468822,0
7.88,0.19572127008617435,0
7.92,0.19264385721303734,0
7.96,0.18949407698050091,0
8.0,0.18642445564946986,0
8.04,0.18357683130796887,0
8.08,0.1810611586723576,0
8.12,0.17894110535461305,0
8.16,0.17722799668311584,0
8.2,0.1758828732897344,0
8.24,0.17482529487816145,0
8.28,0.17394709773613237,0
8.32,0.17312950598609156,0
8.36,0.17226179149745224,0
8.4,0.17125834077731383,0
8.44,0.17006962078431886,0
8.48,0.16868320703347095,0
8.52,0.167114666638285,0
8.56,0.16539316620595712,0
8.6,0.16354954901047214,0
8.64,0.16161233530338492,0
8.68,0.1596109979995819,0
8.72,0.1575810090643448,0
8.76,0.15556516183871105,0
8.8,0.15360930296202668,0
8.84,0.15175401834056634,0
8.88,0.15002528124477554,0
8.92,0.1484276481952984,0
8.96,0.14694355001403925,0
9.0,0.14554002944111577,0
9.04,0.14418011881625614,0
9.08,0.14283345526313052,0
9.12,0.14148246948891274,0
9.16,0.1401243392187279,0
9.2,0.13877029913101913,0
9.24,0.13744244497173042,0
9.28,0.13616758458773193,0
9.32,0.13496931706120652,0
9.36,0.13386094546167238,0
9.4,0.13284163410313132,0
9.44,0.1318969562501493,0
9.48,0.1310028398729235,0
9.52,0.13012994749974083,0
9.56,0.1292462424266616,0
9.6,0.12831878479916958,0
9.64,0.12731769916711766,0
9.68,0.12622326859587085,0
9.72,0.12503354371151132,0
9.76,0.12376850685861251,0
9.8,0.12246861769930062,0
9.84,0.12118814066037764,0
9.88,0.1199846328052867,0
9.92,0.11890580613815871,0
9.96,0.11797576761001793,0
10.0,0.11718456141180944,0
10.04,0.11648570205077258,0
10.08,0.11580447426610685,0
10.12,0.11505627911059246,0
10.16,0.1141708916773232,0
10.2,0.11311572049770291,0
10.24,0.1119098212479741,0
10.28,0.11062224229189677,0
10.32,0.10935349368890179,0
10.36,0.10820480757455231,0
10.4,0.10724355248119544,0
10.44,0.10647450682451098,0
10.48,0.10582616763565866,0
10.52,0.10515781517370093,0
10.56,0.10428692403043338,0
10.6,0.10303119260518523,0
10.64,0.10125774868751103,0
10.68,0.0989326663040746,0
10.72,0.09616334948081007,0
10.76,0.09322311699340724,0
10.8,0.09054379895508391,0
10.84,0.08866256026412445,0
10.88,0.08811641637245238,0
10.92,0.08929250761549046,0
