Timestamp,Parrot X,Parrot Y,Parrot Z,Anafi X,Anafi Y,Anafi Z,Relative Pos Real X,Relative Pos Real Y,Relative Pos Real Z,Relative Pos Yolo X,Relative Pos Yolo Y,Relative Pos Yolo Z,Input X,Input Y,Input Z
2.040000000000001,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.102,-0.174,0.089,-24,-5,3
2.080000000000001,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.102,-0.174,0.089,-24,-5,3
2.120000000000001,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.102,-0.174,0.089,-24,-5,3
2.160000000000001,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.088,-0.173,0.089,-24,-5,3
2.200000000000001,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.089,-0.173,0.089,-24,-5,3
2.240000000000001,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.089,-0.173,0.089,-24,-5,3
2.280000000000001,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.087,-0.173,0.089,-24,-5,3
2.320000000000001,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.087,-0.173,0.089,-24,-6,3
2.360000000000001,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.086,-0.172,0.089,-24,-5,3
2.4000000000000012,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.086,-0.172,0.089,-24,-5,3
2.4400000000000013,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.086,-0.172,0.089,-24,-5,3
2.4800000000000013,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.052,0.045,2.086,-0.172,0.089,-24,-5,3
2.5200000000000014,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.085,-0.173,0.089,-24,-5,3
2.5600000000000014,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.085,-0.173,0.089,-24,-5,3
2.6000000000000014,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.086,-0.173,0.089,-24,-6,3
2.6400000000000015,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.052,0.045,2.086,-0.173,0.089,-24,-5,3
2.6800000000000015,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.052,0.045,2.087,-0.173,0.089,-24,-6,3
2.7200000000000015,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.087,-0.173,0.089,-24,-5,3
2.7600000000000016,0.794,-0.362,0.085,-1.26,-0.414,0.039,2.054,0.052,0.046,2.088,-0.173,0.089,-24,-5,3
2.8000000000000016,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.089,-0.173,0.089,-24,-6,3
2.8400000000000016,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.089,-0.173,0.089,-24,-5,3
2.8800000000000017,0.794,-0.362,0.085,-1.259,-0.414,0.04,2.054,0.052,0.045,2.095,-0.174,0.089,-24,-5,3
2.9200000000000017,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.091,-0.174,0.089,-24,-5,3
2.9600000000000017,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.091,-0.174,0.089,-24,-5,3
3.0000000000000018,0.794,-0.362,0.085,-1.259,-0.415,0.04,2.054,0.053,0.045,2.088,-0.173,0.088,-24,-5,3
3.040000000000002,0.794,-0.362,0.085,-1.259,-0.414,0.04,2.054,0.052,0.045,2.088,-0.173,0.088,-24,-5,3
