time_stamp,ref_moving_speed,ref_x,ref_y,ref_z,drone_x,drone_y,drone_z
0.00,0.6000000000000001,0.006000000000000001,0.0,1.0,0.0013026271661250588,0.0003040618208788893,0.9952087552750457
0.04,0.6000000000000001,0.030000000000000006,0.0,1.0,0.0012425672754811101,0.000610702171497465,0.9949617893616507
0.08,0.6000000000000001,0.054,0.0,1.0,0.001139194248739761,0.0010655779516293613,0.9946799317609706
0.11,0.6000000000000001,0.07200000000000001,0.0,1.0,0.0013273832248772433,0.0010618037441977712,0.994763057484478
0.15,0.6000000000000001,0.09600000000000003,0.0,1.0,0.0012885732576166653,0.0012538392215037898,0.9945597027903809
0.19,0.6000000000000001,0.12000000000000005,0.0,1.0,0.0010118882795243644,0.0014826389095265382,0.9944383798803442
0.23,0.6000000000000001,0.14400000000000007,0.0,1.0,0.0009962083964909496,0.001578179220812438,0.9942198226292102
0.27,0.6000000000000001,0.1680000000000001,0.0,1.0,0.0011496497308967069,0.0016568175002986915,0.9938713018395127
0.30,0.6000000000000001,0.1860000000000001,0.0,1.0,0.0013306359144731328,0.0016255255204495808,0.9936369655550088
0.34,0.6000000000000001,0.21000000000000013,0.0,1.0,0.001530998839352704,0.0017352011045092721,0.9932433139620856
0.37,0.6000000000000001,0.22800000000000015,0.0,1.0,0.0029827456477016234,0.001291099038267947,0.9930379064716117
0.41,0.6000000000000001,0.25200000000000017,0.0,1.0,0.0043959009705334395,0.0011925178975500073,0.9926359166543554
0.44,0.6000000000000001,0.2700000000000002,0.0,1.0,0.005881748275659016,0.0012072601895749436,0.9923825614559814
0.47,0.6000000000000001,0.2880000000000002,0.0,1.0,0.007461581563668163,0.0011757254592424484,0.9920671626232962
0.51,0.6000000000000001,0.3120000000000002,0.0,1.0,0.009856521276750296,0.0005310857901169488,0.9924819860734125
0.55,0.6000000000000001,0.33600000000000024,0.0,1.0,0.014174537818941069,5.507514054477625e-05,0.9924586172590167
0.57,0.6000000000000001,0.34800000000000025,0.0,1.0,0.019485392754591713,-0.0004256357056665594,0.9926078725217151
0.61,0.6000000000000001,0.3720000000000003,0.0,1.0,0.023982249633363484,-0.0007648332064115049,0.9928721762349808
0.61,0.6000000000000001,0.3720000000000003,0.0,1.0,0.02513615032402272,-0.0008997006585479969,0.992908883547068
0.64,0.6000000000000001,0.3900000000000003,0.0,1.0,0.03785814310960689,-0.0010219762175912397,0.9928039705682854
