time_stamp,ref_moving_speed,ref_x,ref_y,ref_z,drone_x,drone_y,drone_z
0.03,0.5,0.0,0.0,1.0119999999999996,-0.0007580490534026434,-0.002094133036182777,0.9947942501453496
0.06,0.5,0.0,0.0,1.0209999999999992,-0.001176696221208538,-0.0023714979126598923,0.9951436876160079
0.09,0.5,0.0,0.0,1.029999999999999,-0.0015590591822571803,-0.002480836412630971,0.9955745929395329
0.13,0.5,0.0,0.0,1.0419999999999985,-0.0019553727829256314,-0.0023848920277529384,0.9964777670920472
0.17,0.5,0.0,0.0,1.053999999999998,-0.002049326801810383,-0.0021888667780962656,0.9980636059611881
0.20,0.5,0.0,0.0,1.0629999999999977,-0.0023547387294585247,-0.002301384468620382,1.0003484665781308
0.23,0.5,0.0,0.0,1.0719999999999974,-0.0023738604200440557,-0.002046289239844956,1.0015154084923987
0.26,0.5,0.0,0.0,1.080999999999997,-0.0017914874843972905,-0.0009198308465325766,1.0051934792639117
0.29,0.5,0.0,0.0,1.0899999999999967,-0.0014394631492119314,-0.0003988112902921781,1.0064765819725312
0.33,0.5,0.0,0.0,1.1019999999999963,-0.0009956496734487218,0.00042537536749731597,1.007736484222965
0.36,0.5,0.0,0.0,1.110999999999996,-0.0004070531780488662,0.0008479740203060082,1.0093626479003992
0.38,0.5,0.0,0.0,1.1169999999999958,0.00035017168197806336,0.0014112486741757468,1.0130267515885032
0.41,0.5,0.0,0.0,1.1259999999999954,0.000945890455986326,0.0018127328081618543,1.0167644397970999
0.45,0.5,0.0,0.0,1.137999999999995,0.001596198202318491,0.0020660139010659773,1.0208668496293616
0.48,0.5,0.0,0.0,1.1469999999999947,0.002184858269691861,0.0022686446656491333,1.0252915690745732
0.51,0.5,0.0,0.0,1.1559999999999944,0.0028420560313243423,0.0027135437305552124,1.0296941936239403
0.53,0.5,0.0,0.0,1.1619999999999941,0.003244319826802167,0.0022825227059768416,1.034426864661968
0.56,0.5,0.0,0.0,1.1709999999999938,0.0036763579261912182,0.0023293167404125903,1.039146480428518
0.60,0.5,0.0,0.0,1.1829999999999934,0.0039342235340013975,0.0022428586099987324,1.0425957074008005
0.62,0.5,0.0,0.0,1.1889999999999932,0.004144078906489695,0.0021238100830610618,1.0485695251530418
0.66,0.5,0.0,0.0,1.2009999999999927,0.004368471857848217,0.0016439835890352805,1.0551497115620265
0.69,0.5,0.0,0.0,1.2099999999999924,0.004378769586683919,0.0012847593351572595,1.0609045557072803
0.72,0.5,0.0,0.0,1.218999999999992,0.0042614608154409915,0.0008999250992062224,1.0670996195847153
0.74,0.5,0.0,0.0,1.2249999999999919,0.0040888480660092414,0.0004615219451650221,1.0735292057438335
0.78,0.5,0.0,0.0,1.2369999999999914,0.003948147643420598,0.000368911089388968,1.0766926083819663
0.82,0.5,0.0,0.0,1.248999999999991,0.0035048730525779454,-0.00044444503131502167,1.087940555625367
0.85,0.5,0.0,0.0,1.2579999999999907,0.0031067797564965968,-0.0008865603598349203,1.0928281825140675
0.89,0.5,0.0,0.0,1.2699999999999902,0.002865353502609078,-0.0010485280305772005,1.0992080280329606
0.93,0.5,0.0,0.0,1.2819999999999898,0.0023544670086303927,-0.0009302260049579569,1.1068003309089365
0.96,0.5,0.0,0.0,1.2909999999999895,0.0020478149374403517,-0.000948089733282087,1.1130197372880497
0.99,0.5,0.0,0.0,1.2999999999999892,0.0017708064060705147,-0.001040872784701552,1.121087629921694
1.02,0.5,0.0,0.0,1.3089999999999888,0.0015291003472763433,-0.0007705676606644118,1.1277392151491568
1.05,0.5,0.0,0.0,1.3179999999999885,0.0014024395270559502,-0.0006622700120364478,1.133165453692192
1.10,0.5,0.0,0.0,1.332999999999988,0.0013154302783511432,-0.00034813578434600423,1.1418868267163962
1.13,0.5,0.0,0.0,1.3419999999999876,0.0012842835070066149,-6.086493122303693e-05,1.1508549692021686
1.17,0.5,0.0,0.0,1.3539999999999872,0.0012697443852511387,0.00019203577195114896,1.1583903566218716
1.19,0.5,0.0,0.0,1.359999999999987,0.0013895271073854486,0.00019367402725245508,1.1643456567375516
1.23,0.5,0.0,0.0,1.3719999999999866,0.0015871480327106832,0.000305842545920032,1.1764234969183691
1.27,0.5,0.0,0.0,1.3839999999999861,0.001699614747064361,0.0003219557556862762,1.1845700940816686
1.31,0.5,0.0,0.0,1.3959999999999857,0.0018653940035473387,0.00018596354602073983,1.1926422339414608
1.34,0.5,0.0,0.0,1.4049999999999854,0.002053679350072371,1.472987538497783e-06,1.200546928213767
1.37,0.5,0.0,0.0,1.413999999999985,0.0020719006128430556,-0.00031197074811761816,1.2084283732361878
1.40,0.5,0.0,0.0,1.4229999999999847,0.0019444283653661692,-0.0007420876267676402,1.2162404450667323
1.42,0.5,0.0,0.0,1.4289999999999845,0.0016743825226555984,-0.0011508117558631792,1.2241798418104053
1.45,0.5,0.0,0.0,1.4379999999999842,0.0016704581050851176,-0.0018903033018753401,1.234046678858249
1.48,0.5,0.0,0.0,1.4469999999999839,0.0013306218428205323,-0.002782974323675358,1.2422103773594981
1.51,0.5,0.0,0.0,1.4559999999999835,0.0011363686081428338,-0.0035005374221483976,1.2502728607015148
1.55,0.5,0.0,0.0,1.467999999999983,0.0008218790532891092,-0.0041177654032280575,1.2583098642314012
1.57,0.5,0.0,0.0,1.4739999999999829,0.0005331176814713618,-0.004646429290743992,1.2664438290393163
1.60,0.5,0.0,0.0,1.4829999999999826,0.00042944406243870857,-0.005396056050747777,1.2747222842500918
1.63,0.5,0.0,0.0,1.4919999999999822,0.0002950468944212048,-0.005973579116981931,1.283039382523198
