epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,458.314,0.32312,1.13365,0.30966,0.25631,0.85567,0.9994,1,0.995,0.98326,0.9994,1,0.995,0.94962,0.21545,0.29422,0.06416,0.19379,0.78202,0.00152084,0.00152084,0.00152084
123,462.064,0.32055,1.06381,0.29746,0.25336,0.85328,0.9996,1,0.995,0.98385,0.9996,1,0.995,0.95547,0.21499,0.2657,0.06409,0.19412,0.78027,0.00151688,0.00151688,0.00151688
124,465.809,0.32396,1.04499,0.2866,0.2539,0.85124,0.99962,1,0.995,0.98812,0.99962,1,0.995,0.94762,0.22449,0.30965,0.06265,0.20201,0.77685,0.00151292,0.00151292,0.00151292
125,469.544,0.32239,1.08099,0.29525,0.25376,0.85191,0.99952,1,0.995,0.98463,0.99952,1,0.995,0.95483,0.21526,0.2819,0.0546,0.19035,0.78002,0.00150896,0.00150896,0.00150896
126,473.292,0.31436,1.02083,0.29343,0.24801,0.85,0.99953,1,0.995,0.98546,0.99953,1,0.995,0.95576,0.2117,0.26924,0.05638,0.19202,0.7791,0.001505,0.001505,0.001505
127,477.047,0.32173,0.99031,0.30478,0.25289,0.85261,0.9995,1,0.995,0.98474,0.9995,1,0.995,0.94656,0.21845,0.32292,0.06246,0.19233,0.78306,0.00150104,0.00150104,0.00150104
128,480.801,0.30621,0.97395,0.28756,0.25133,0.84436,0.9995,1,0.995,0.98535,0.9995,1,0.995,0.94659,0.2084,0.30071,0.05546,0.18172,0.7828,0.00149708,0.00149708,0.00149708
129,484.54,0.32232,1.05045,0.29249,0.25921,0.85887,0.99835,1,0.995,0.98532,0.99835,1,0.995,0.96276,0.22922,0.27671,0.05779,0.2083,0.78867,0.00149312,0.00149312,0.00149312
130,488.276,0.3116,0.99781,0.28347,0.24708,0.85047,0.99967,1,0.995,0.98525,0.99967,1,0.995,0.96067,0.22,0.25711,0.05621,0.19981,0.78584,0.00148916,0.00148916,0.00148916
131,492.012,0.32258,1.02208,0.29729,0.25647,0.85994,0.99953,1,0.995,0.98527,0.99953,1,0.995,0.95935,0.21661,0.26254,0.04968,0.19308,0.78263,0.0014852,0.0014852,0.0014852
132,495.747,0.30491,0.97421,0.28202,0.24355,0.84235,0.99918,1,0.995,0.9851,0.99918,1,0.995,0.96493,0.20952,0.2701,0.05121,0.19063,0.77875,0.00148124,0.00148124,0.00148124
133,499.493,0.31746,1.11126,0.29853,0.25094,0.85133,0.99941,1,0.995,0.98236,0.99941,1,0.995,0.979,0.21446,0.24454,0.05396,0.19202,0.78007,0.00147728,0.00147728,0.00147728
134,503.239,0.31326,1.03513,0.28886,0.24501,0.84798,0.99921,1,0.995,0.98647,0.99921,1,0.995,0.96318,0.21372,0.28039,0.04724,0.18779,0.7824,0.00147332,0.00147332,0.00147332
135,507.003,0.30416,0.92528,0.28498,0.24321,0.85125,0.99941,1,0.995,0.98459,0.99941,1,0.995,0.97067,0.2241,0.26007,0.04796,0.19715,0.78614,0.00146936,0.00146936,0.00146936
136,510.735,0.29843,0.90808,0.28615,0.24115,0.84097,0.99955,1,0.995,0.98291,0.99955,1,0.995,0.96498,0.21557,0.25791,0.05017,0.19229,0.78216,0.0014654,0.0014654,0.0014654
137,514.488,0.30877,0.97512,0.28533,0.24605,0.84965,0.99965,1,0.995,0.98396,0.99965,1,0.995,0.97374,0.20395,0.25015,0.05051,0.18153,0.77777,0.00146144,0.00146144,0.00146144
138,518.222,0.30503,0.93753,0.28231,0.24005,0.84806,0.99948,1,0.995,0.97886,0.99948,1,0.995,0.9708,0.21547,0.27491,0.05288,0.19285,0.7807,0.00145748,0.00145748,0.00145748
139,521.954,0.31547,1.03905,0.29144,0.24268,0.85272,0.99886,1,0.995,0.98529,0.99886,1,0.995,0.97363,0.21834,0.2442,0.05025,0.18507,0.78296,0.00145352,0.00145352,0.00145352
140,525.679,0.30011,1.01378,0.28122,0.24228,0.84441,0.99927,1,0.995,0.98324,0.99927,1,0.995,0.96607,0.20966,0.25503,0.04701,0.18759,0.78228,0.00144956,0.00144956,0.00144956
141,529.44,0.32194,1.13033,0.29261,0.25184,0.85872,0.99908,1,0.995,0.98621,0.99908,1,0.995,0.96853,0.21589,0.25508,0.04968,0.19115,0.7867,0.0014456,0.0014456,0.0014456
142,533.191,0.30691,0.91548,0.28538,0.24097,0.85713,0.99894,1,0.995,0.98407,0.99894,1,0.995,0.94914,0.21714,0.29204,0.04563,0.18157,0.786,0.00144164,0.00144164,0.00144164
143,536.94,0.31185,1.01182,0.29527,0.24282,0.8484,0.99883,1,0.995,0.98343,0.99883,1,0.995,0.94856,0.21872,0.27884,0.05233,0.18645,0.78366,0.00143768,0.00143768,0.00143768
144,540.672,0.29991,0.95868,0.29049,0.23774,0.85261,0.99952,1,0.995,0.98452,0.99952,1,0.995,0.96365,0.20799,0.25173,0.04801,0.18584,0.7799,0.00143372,0.00143372,0.00143372
145,544.424,0.30315,0.95096,0.27608,0.23777,0.84688,0.99967,1,0.995,0.98631,0.99967,1,0.995,0.96605,0.21337,0.35079,0.0514,0.18502,0.78088,0.00142976,0.00142976,0.00142976
146,548.193,0.30316,0.88674,0.28042,0.24322,0.84891,0.99961,1,0.995,0.9838,0.99961,1,0.995,0.97127,0.20559,0.25014,0.04459,0.18142,0.78336,0.0014258,0.0014258,0.0014258
147,551.948,0.29796,0.94075,0.28213,0.23829,0.84317,0.99964,1,0.995,0.98635,0.99964,1,0.995,0.95613,0.21098,0.25941,0.04963,0.19136,0.78365,0.00142184,0.00142184,0.00142184
148,555.683,0.30334,0.93709,0.28628,0.2406,0.84784,0.99954,1,0.995,0.98264,0.99954,1,0.995,0.96608,0.23047,0.25347,0.04739,0.18844,0.7869,0.00141788,0.00141788,0.00141788
149,559.444,0.31627,1.04256,0.29377,0.24358,0.8519,0.99946,1,0.995,0.98224,0.99946,1,0.995,0.95781,0.21983,0.27541,0.048,0.1914,0.78274,0.00141392,0.00141392,0.00141392
150,563.201,0.30905,0.96733,0.27087,0.23953,0.84623,0.99949,1,0.995,0.98559,0.99949,1,0.995,0.97273,0.20737,0.2486,0.0376,0.18281,0.78023,0.00140996,0.00140996,0.00140996
151,566.962,0.31512,0.97207,0.29612,0.24629,0.85567,0.99947,1,0.995,0.98353,0.99947,1,0.995,0.97095,0.20941,0.25197,0.04487,0.18442,0.7794,0.001406,0.001406,0.001406
152,570.706,0.3104,0.94917,0.28002,0.2401,0.84593,0.9991,1,0.995,0.98417,0.9991,1,0.995,0.96702,0.21174,0.23839,0.04351,0.18349,0.78085,0.00140204,0.00140204,0.00140204
153,574.489,0.28928,0.88219,0.25682,0.23192,0.83692,0.99962,1,0.995,0.98588,0.99962,1,0.995,0.96051,0.20081,0.25477,0.04022,0.18388,0.77706,0.00139808,0.00139808,0.00139808
154,578.208,0.29694,0.86074,0.26345,0.23059,0.84202,0.99962,1,0.995,0.98312,0.99962,1,0.995,0.95817,0.20142,0.2575,0.03728,0.17521,0.77719,0.00139412,0.00139412,0.00139412
155,581.937,0.29743,0.91776,0.27073,0.2331,0.8452,0.99954,1,0.995,0.98596,0.99954,1,0.995,0.97392,0.20299,0.222,0.0324,0.18168,0.77932,0.00139016,0.00139016,0.00139016
156,585.656,0.3062,0.90855,0.27883,0.24079,0.84508,0.99968,1,0.995,0.98749,0.99968,1,0.995,0.98299,0.20698,0.20771,0.04023,0.17769,0.78279,0.0013862,0.0013862,0.0013862
157,589.41,0.29113,0.85285,0.25794,0.23235,0.84321,0.99873,1,0.995,0.98704,0.99873,1,0.995,0.97154,0.19541,0.2115,0.04309,0.17752,0.78164,0.00138224,0.00138224,0.00138224
158,593.162,0.29945,0.89371,0.28521,0.23723,0.85168,0.99927,1,0.995,0.98461,0.99927,1,0.995,0.98027,0.19694,0.22022,0.04167,0.18141,0.77839,0.00137828,0.00137828,0.00137828
159,596.896,0.29113,0.85062,0.25918,0.23097,0.84245,0.99961,1,0.995,0.988,0.99961,1,0.995,0.97774,0.19689,0.23558,0.03477,0.17972,0.7746,0.00137432,0.00137432,0.00137432
160,600.62,0.29634,0.90758,0.2741,0.23222,0.83955,0.99966,1,0.995,0.98353,0.99966,1,0.995,0.97055,0.19899,0.22021,0.03657,0.17663,0.77402,0.00137036,0.00137036,0.00137036
161,604.361,0.29037,0.86816,0.27338,0.22997,0.83621,0.99968,1,0.995,0.98767,0.99968,1,0.995,0.97631,0.20255,0.25967,0.03644,0.18306,0.77696,0.0013664,0.0013664,0.0013664
162,608.096,0.29298,0.87466,0.26662,0.23131,0.84013,0.99957,1,0.995,0.98312,0.99395,0.99438,0.99382,0.92423,0.25746,0.37921,0.04636,0.1986,0.7906,0.00136244,0.00136244,0.00136244
163,611.847,0.28586,0.89102,0.26299,0.22648,0.83487,0.99966,1,0.995,0.98584,0.99966,1,0.995,0.97313,0.21262,0.24269,0.03654,0.17762,0.7822,0.00135848,0.00135848,0.00135848
164,615.578,0.30599,0.92504,0.27936,0.23688,0.85912,0.99967,1,0.995,0.98655,0.99967,1,0.995,0.98135,0.19772,0.23595,0.03396,0.17368,0.78309,0.00135452,0.00135452,0.00135452
165,619.325,0.27402,0.82299,0.26139,0.22535,0.83562,0.99968,1,0.995,0.98416,0.99968,1,0.995,0.97327,0.2001,0.23359,0.03447,0.17668,0.78146,0.00135056,0.00135056,0.00135056
166,623.078,0.28766,0.85837,0.26627,0.23188,0.84254,0.99949,1,0.995,0.98712,0.99949,1,0.995,0.9697,0.19894,0.21731,0.03374,0.18371,0.78032,0.0013466,0.0013466,0.0013466
167,626.823,0.28669,0.88602,0.26892,0.23017,0.8418,0.99907,1,0.995,0.97807,0.99907,1,0.995,0.95493,0.2462,0.31464,0.04095,0.2141,0.78886,0.00134264,0.00134264,0.00134264
168,630.556,0.29876,0.95096,0.26178,0.23,0.84438,0.99964,1,0.995,0.98385,0.99964,1,0.995,0.97708,0.19635,0.21341,0.03584,0.17407,0.77989,0.00133868,0.00133868,0.00133868
169,634.317,0.29696,0.92439,0.25959,0.23109,0.84055,0.99949,1,0.995,0.98407,0.99949,1,0.995,0.97397,0.20399,0.22233,0.03154,0.17655,0.77948,0.00133472,0.00133472,0.00133472
170,638.058,0.30606,0.97785,0.27485,0.24166,0.85467,0.99964,1,0.995,0.98658,0.99964,1,0.995,0.97582,0.20396,0.22004,0.03086,0.17953,0.77813,0.00133076,0.00133076,0.00133076
171,641.903,0.28845,0.81558,0.25867,0.22618,0.83406,0.99962,1,0.995,0.98179,0.99962,1,0.995,0.97051,0.21251,0.2293,0.03673,0.18073,0.77828,0.0013268,0.0013268,0.0013268
172,645.643,0.2807,0.78007,0.27248,0.22262,0.84254,0.9997,1,0.995,0.98669,0.9997,1,0.995,0.98444,0.19193,0.19761,0.03982,0.17362,0.77496,0.00132284,0.00132284,0.00132284
173,649.395,0.28381,0.84997,0.25268,0.22915,0.84143,0.99918,1,0.995,0.98592,0.99918,1,0.995,0.97849,0.19179,0.21292,0.03223,0.17335,0.77808,0.00131888,0.00131888,0.00131888
174,653.128,0.29232,0.85509,0.27403,0.2308,0.84066,0.99954,1,0.995,0.98663,0.99954,1,0.995,0.9822,0.19801,0.19831,0.03711,0.17558,0.77808,0.00131492,0.00131492,0.00131492
175,656.879,0.29747,0.92083,0.27265,0.23609,0.85292,0.99966,1,0.995,0.98057,0.99966,1,0.995,0.97882,0.21198,0.22993,0.03453,0.17551,0.77829,0.00131096,0.00131096,0.00131096
176,660.625,0.29362,0.87168,0.26229,0.2289,0.85337,0.99942,1,0.995,0.97999,0.99942,1,0.995,0.97609,0.2087,0.21857,0.03549,0.18019,0.78015,0.001307,0.001307,0.001307
177,664.383,0.28332,0.84469,0.27085,0.22899,0.84079,0.9995,1,0.995,0.98713,0.9995,1,0.995,0.97251,0.19481,0.23999,0.03215,0.16896,0.7796,0.00130304,0.00130304,0.00130304
178,668.126,0.27226,0.82907,0.24949,0.22303,0.82939,0.99951,1,0.995,0.98525,0.99951,1,0.995,0.98234,0.19527,0.21123,0.0309,0.17347,0.7782,0.00129908,0.00129908,0.00129908
179,671.866,0.28454,0.87475,0.26401,0.23092,0.84532,0.99945,1,0.995,0.98461,0.99945,1,0.995,0.98019,0.20375,0.21665,0.0319,0.17876,0.77704,0.00129512,0.00129512,0.00129512
180,675.616,0.27464,0.77012,0.28285,0.22544,0.84063,0.99961,1,0.995,0.98599,0.99961,1,0.995,0.96424,0.19817,0.22213,0.03498,0.17127,0.77546,0.00129116,0.00129116,0.00129116
181,679.356,0.27295,0.83873,0.25131,0.22221,0.83451,0.99893,1,0.995,0.9803,0.99893,1,0.995,0.97648,0.19617,0.20015,0.02757,0.17741,0.77542,0.0012872,0.0012872,0.0012872
182,683.101,0.29892,0.96142,0.26504,0.23425,0.84444,0.99961,1,0.995,0.98299,0.99961,1,0.995,0.97134,0.19697,0.22159,0.03667,0.17109,0.77454,0.00128324,0.00128324,0.00128324
183,686.84,0.29507,0.84026,0.26425,0.22773,0.83737,0.99951,1,0.995,0.98447,0.99951,1,0.995,0.98076,0.19598,0.20697,0.02867,0.17523,0.77069,0.00127928,0.00127928,0.00127928
184,690.584,0.2881,0.80767,0.25546,0.22853,0.84135,0.99956,1,0.995,0.98661,0.99956,1,0.995,0.97765,0.19505,0.21967,0.02858,0.17146,0.77205,0.00127532,0.00127532,0.00127532
185,694.33,0.28974,0.84324,0.26274,0.22535,0.84566,0.99657,1,0.995,0.98068,0.99657,1,0.995,0.97547,0.20072,0.2192,0.03489,0.18165,0.77508,0.00127136,0.00127136,0.00127136
186,698.066,0.27481,0.82234,0.27093,0.2238,0.8367,0.99858,1,0.995,0.98153,0.99858,1,0.995,0.97864,0.19303,0.20157,0.02965,0.17519,0.77971,0.0012674,0.0012674,0.0012674
187,701.819,0.29543,0.92827,0.27625,0.23931,0.8431,0.99783,1,0.995,0.98437,0.99783,1,0.995,0.9747,0.20233,0.21356,0.02621,0.17899,0.77917,0.00126344,0.00126344,0.00126344
188,705.545,0.27926,0.8183,0.26097,0.22412,0.84022,0.99955,1,0.995,0.98727,0.99955,1,0.995,0.98166,0.19203,0.18647,0.03265,0.17296,0.77733,0.00125948,0.00125948,0.00125948
189,709.294,0.27439,0.79052,0.26007,0.22006,0.84402,0.99969,1,0.995,0.98523,0.99969,1,0.995,0.98377,0.1961,0.19054,0.03091,0.17015,0.77933,0.00125552,0.00125552,0.00125552
190,713.032,0.29288,0.86476,0.26384,0.2309,0.85304,0.99944,1,0.995,0.98722,0.99944,1,0.995,0.98383,0.18777,0.18645,0.02829,0.17122,0.77867,0.00125156,0.00125156,0.00125156
191,716.781,0.2673,0.77357,0.24693,0.2145,0.83597,0.99956,1,0.995,0.98837,0.99956,1,0.995,0.98407,0.18508,0.19172,0.02463,0.16096,0.77466,0.0012476,0.0012476,0.0012476
192,720.535,0.26714,0.72935,0.25942,0.21588,0.83728,0.99804,1,0.995,0.98718,0.99804,1,0.995,0.97897,0.18903,0.21541,0.02887,0.16652,0.77493,0.00124364,0.00124364,0.00124364
193,724.289,0.281,0.80226,0.25747,0.22302,0.83267,0.99901,1,0.995,0.98399,0.99901,1,0.995,0.98046,0.19203,0.2093,0.03452,0.16731,0.77967,0.00123968,0.00123968,0.00123968
194,728.028,0.28045,0.84577,0.26158,0.22607,0.83508,0.99897,1,0.995,0.98998,0.99897,1,0.995,0.98332,0.19184,0.19272,0.03169,0.16932,0.77698,0.00123572,0.00123572,0.00123572
195,731.784,0.27021,0.7613,0.25062,0.21797,0.83894,0.99866,1,0.995,0.98736,0.99866,1,0.995,0.98241,0.19364,0.17514,0.0263,0.16538,0.77621,0.00123176,0.00123176,0.00123176
196,735.531,0.28765,0.81383,0.25753,0.22563,0.84546,0.99946,1,0.995,0.98512,0.99946,1,0.995,0.98161,0.19623,0.17764,0.03222,0.16416,0.77712,0.0012278,0.0012278,0.0012278
197,739.296,0.283,0.82767,0.25159,0.22364,0.84407,0.99963,1,0.995,0.98492,0.99963,1,0.995,0.97925,0.19418,0.20925,0.02706,0.16507,0.77708,0.00122384,0.00122384,0.00122384
198,743.044,0.27737,0.82308,0.26213,0.22528,0.83667,0.9995,1,0.995,0.98378,0.9995,1,0.995,0.98141,0.19038,0.18931,0.03041,0.1667,0.77583,0.00121988,0.00121988,0.00121988
199,746.772,0.29051,0.93372,0.26701,0.22925,0.84184,0.9996,1,0.995,0.98427,0.9996,1,0.995,0.98336,0.1838,0.18117,0.02911,0.16144,0.77857,0.00121592,0.00121592,0.00121592
200,750.494,0.27721,0.82326,0.25857,0.21755,0.84268,0.99809,1,0.995,0.98354,0.99809,1,0.995,0.97806,0.19375,0.18879,0.0293,0.16739,0.776,0.00121196,0.00121196,0.00121196
201,754.242,0.28336,0.85111,0.25588,0.22258,0.84112,0.99958,1,0.995,0.9855,0.99958,1,0.995,0.98388,0.18948,0.18299,0.03379,0.16223,0.77618,0.001208,0.001208,0.001208
202,757.974,0.27445,0.75979,0.2555,0.22144,0.8392,0.99959,1,0.995,0.98338,0.99959,1,0.995,0.98333,0.19473,0.19768,0.0292,0.16423,0.78003,0.00120404,0.00120404,0.00120404
203,761.728,0.27623,0.77023,0.23813,0.22254,0.83581,0.99952,1,0.995,0.98571,0.99952,1,0.995,0.98298,0.1904,0.19977,0.02527,0.1644,0.77549,0.00120008,0.00120008,0.00120008
204,765.462,0.26557,0.77277,0.26472,0.21778,0.83731,0.99953,1,0.995,0.98766,0.99953,1,0.995,0.98123,0.19002,0.20231,0.02868,0.16518,0.77583,0.00119612,0.00119612,0.00119612
205,769.192,0.26303,0.71124,0.25329,0.21601,0.83717,0.99931,1,0.995,0.98704,0.99931,1,0.995,0.97961,0.19571,0.20727,0.03486,0.16552,0.77346,0.00119216,0.00119216,0.00119216
206,772.931,0.26471,0.70589,0.25154,0.21191,0.828,0.99959,1,0.995,0.98801,0.99959,1,0.995,0.98066,0.18204,0.19136,0.02619,0.16056,0.77107,0.0011882,0.0011882,0.0011882
207,776.672,0.26464,0.76405,0.24026,0.21341,0.83327,0.99963,1,0.995,0.98729,0.99963,1,0.995,0.98238,0.18213,0.19788,0.02618,0.16918,0.77117,0.00118424,0.00118424,0.00118424
208,780.412,0.2637,0.84285,0.24597,0.21385,0.83486,0.99965,1,0.995,0.98749,0.99965,1,0.995,0.97778,0.18904,0.19523,0.02571,0.16122,0.77444,0.00118028,0.00118028,0.00118028
209,784.182,0.26829,0.79444,0.2653,0.21302,0.83974,0.99858,1,0.995,0.98519,0.99858,1,0.995,0.9835,0.18432,0.17363,0.03286,0.15787,0.77248,0.00117632,0.00117632,0.00117632
210,787.91,0.27139,0.71444,0.25616,0.21746,0.83972,0.99968,1,0.995,0.98319,0.99968,1,0.995,0.98593,0.19708,0.19449,0.02755,0.16216,0.77665,0.00117236,0.00117236,0.00117236
211,791.645,0.26748,0.79391,0.2452,0.21569,0.83782,0.99944,1,0.995,0.98602,0.99944,1,0.995,0.98067,0.20108,0.19459,0.02545,0.16883,0.77739,0.0011684,0.0011684,0.0011684
212,795.376,0.26048,0.72063,0.24844,0.20938,0.82665,0.99963,1,0.995,0.98587,0.99963,1,0.995,0.98403,0.18814,0.18097,0.02697,0.15956,0.77615,0.00116444,0.00116444,0.00116444
213,799.125,0.27349,0.76931,0.2451,0.21627,0.84473,0.99969,1,0.995,0.98566,0.99969,1,0.995,0.98158,0.1947,0.20129,0.02824,0.16626,0.78049,0.00116048,0.00116048,0.00116048
214,802.855,0.27888,0.77574,0.26008,0.21665,0.84008,0.99967,1,0.995,0.98754,0.99967,1,0.995,0.98021,0.19409,0.19274,0.03358,0.16526,0.78133,0.00115652,0.00115652,0.00115652
215,806.61,0.27719,0.81235,0.23332,0.2132,0.83321,0.99968,1,0.995,0.98848,0.99968,1,0.995,0.97642,0.19558,0.19351,0.02609,0.16052,0.78045,0.00115256,0.00115256,0.00115256
216,810.354,0.2798,0.78017,0.25082,0.21857,0.83606,0.99966,1,0.995,0.98626,0.99966,1,0.995,0.98142,0.19824,0.19773,0.02238,0.16867,0.77974,0.0011486,0.0011486,0.0011486
217,814.093,0.26283,0.74017,0.24459,0.21064,0.82811,0.99957,1,0.995,0.98711,0.99957,1,0.995,0.98423,0.18867,0.17137,0.02595,0.16542,0.77648,0.00114464,0.00114464,0.00114464
218,817.83,0.2696,0.68859,0.2568,0.21466,0.83635,0.9996,1,0.995,0.98562,0.9996,1,0.995,0.98352,0.19685,0.18684,0.02899,0.16832,0.77975,0.00114068,0.00114068,0.00114068
219,821.568,0.27055,0.81084,0.26113,0.2183,0.83631,0.9995,1,0.995,0.98916,0.9995,1,0.995,0.98184,0.19186,0.17776,0.03257,0.16566,0.77851,0.00113672,0.00113672,0.00113672
220,825.297,0.28885,0.78538,0.25893,0.22195,0.84567,0.99937,1,0.995,0.98809,0.99937,1,0.995,0.98174,0.19365,0.17956,0.02893,0.16218,0.77576,0.00113276,0.00113276,0.00113276
221,829.061,0.26861,0.76715,0.2592,0.21151,0.83027,0.99045,1,0.995,0.98446,0.99045,1,0.995,0.97815,0.18794,0.18339,0.02341,0.17061,0.77548,0.0011288,0.0011288,0.0011288
222,832.794,0.27609,0.75506,0.24881,0.21533,0.8358,0.99965,1,0.995,0.98747,0.99965,1,0.995,0.9724,0.19788,0.2046,0.0219,0.16189,0.77861,0.00112484,0.00112484,0.00112484
223,836.528,0.2666,0.78428,0.24308,0.21099,0.83304,0.99649,1,0.995,0.98442,0.99649,1,0.995,0.98749,0.18742,0.16999,0.02586,0.16749,0.77524,0.00112088,0.00112088,0.00112088
224,840.349,0.26766,0.74503,0.25319,0.21425,0.84057,0.99939,1,0.995,0.9855,0.99939,1,0.995,0.97436,0.19262,0.19726,0.0242,0.16808,0.77554,0.00111692,0.00111692,0.00111692
225,844.082,0.26212,0.70287,0.24617,0.20781,0.83353,0.99959,1,0.995,0.983,0.99959,1,0.995,0.98387,0.20014,0.17925,0.02734,0.16435,0.77771,0.00111296,0.00111296,0.00111296
226,847.821,0.26035,0.76593,0.2464,0.20703,0.84407,0.99959,1,0.995,0.98521,0.99959,1,0.995,0.98653,0.19427,0.17718,0.0271,0.16286,0.77483,0.001109,0.001109,0.001109
227,851.567,0.26566,0.75804,0.23794,0.21022,0.83079,0.99951,1,0.995,0.98709,0.99951,1,0.995,0.98103,0.17889,0.1814,0.02587,0.16312,0.77281,0.00110504,0.00110504,0.00110504
228,855.321,0.26131,0.74716,0.24779,0.21003,0.83267,0.99958,1,0.995,0.98676,0.99958,1,0.995,0.98585,0.18046,0.18211,0.01951,0.15964,0.77113,0.00110108,0.00110108,0.00110108
229,859.101,0.27819,0.85029,0.25984,0.21931,0.84394,0.99946,1,0.995,0.98605,0.99946,1,0.995,0.98719,0.19422,0.16817,0.02481,0.1624,0.77557,0.00109712,0.00109712,0.00109712
230,862.823,0.26188,0.69732,0.24787,0.20728,0.82753,0.99943,1,0.995,0.9873,0.99943,1,0.995,0.98787,0.1857,0.1697,0.02821,0.16766,0.77335,0.00109316,0.00109316,0.00109316
231,866.576,0.25842,0.70865,0.23785,0.20483,0.83712,0.99941,1,0.995,0.98851,0.99941,1,0.995,0.98799,0.18278,0.16411,0.02499,0.16317,0.77471,0.0010892,0.0010892,0.0010892
232,870.355,0.25906,0.67681,0.23391,0.20532,0.83427,0.99942,1,0.995,0.98881,0.99942,1,0.995,0.98652,0.17907,0.15334,0.02696,0.16126,0.77338,0.00108524,0.00108524,0.00108524
233,874.103,0.26385,0.68785,0.24123,0.20948,0.8396,0.99913,1,0.995,0.99052,0.99913,1,0.995,0.9843,0.179,0.17902,0.02523,0.16083,0.77068,0.00108128,0.00108128,0.00108128
234,877.862,0.25936,0.73799,0.24164,0.20738,0.83464,0.99969,1,0.995,0.98966,0.99969,1,0.995,0.98695,0.17976,0.18336,0.02148,0.15797,0.76974,0.00107732,0.00107732,0.00107732
235,881.615,0.27754,0.79852,0.24868,0.21742,0.84249,0.99968,1,0.995,0.98785,0.99968,1,0.995,0.98382,0.18652,0.16394,0.02362,0.15535,0.77072,0.00107336,0.00107336,0.00107336
236,885.355,0.26938,0.72564,0.23445,0.21343,0.83802,0.99968,1,0.995,0.98731,0.99968,1,0.995,0.98076,0.18525,0.1698,0.02361,0.15956,0.77227,0.0010694,0.0010694,0.0010694
237,889.138,0.26049,0.74572,0.2356,0.21061,0.83921,0.99952,1,0.995,0.98621,0.99952,1,0.995,0.9879,0.17705,0.16605,0.02292,0.15224,0.77178,0.00106544,0.00106544,0.00106544
238,892.881,0.26025,0.73354,0.24093,0.20892,0.82959,0.99964,1,0.995,0.98407,0.99964,1,0.995,0.98427,0.18065,0.16985,0.02387,0.15507,0.77335,0.00106148,0.00106148,0.00106148
239,896.614,0.26729,0.74607,0.24343,0.21246,0.83404,0.99937,1,0.995,0.98752,0.99937,1,0.995,0.98782,0.17303,0.15894,0.02576,0.16135,0.77165,0.00105752,0.00105752,0.00105752
240,900.341,0.26377,0.71438,0.22971,0.20866,0.83384,0.9993,1,0.995,0.98919,0.9993,1,0.995,0.98669,0.17694,0.16736,0.02096,0.16088,0.7717,0.00105356,0.00105356,0.00105356
241,904.077,0.26045,0.72115,0.23388,0.20437,0.82828,0.99937,1,0.995,0.98917,0.99937,1,0.995,0.98742,0.17527,0.16058,0.02101,0.15323,0.77086,0.0010496,0.0010496,0.0010496
242,907.827,0.26053,0.66751,0.22693,0.20711,0.83034,0.99951,1,0.995,0.99186,0.99951,1,0.995,0.98793,0.17107,0.16357,0.02197,0.1539,0.76965,0.00104564,0.00104564,0.00104564
243,911.599,0.2626,0.68146,0.24159,0.21118,0.83916,0.99944,1,0.995,0.98942,0.99944,1,0.995,0.98853,0.17642,0.16014,0.02181,0.1542,0.77126,0.00104168,0.00104168,0.00104168
244,915.335,0.26403,0.6386,0.24117,0.20375,0.83088,0.9982,1,0.995,0.98916,0.9982,1,0.995,0.98874,0.17982,0.16093,0.02346,0.15172,0.77238,0.00103772,0.00103772,0.00103772
245,919.084,0.25014,0.68703,0.23593,0.20251,0.83673,0.99787,1,0.995,0.98699,0.99787,1,0.995,0.98302,0.17762,0.17936,0.0234,0.14874,0.77447,0.00103376,0.00103376,0.00103376
246,922.839,0.24663,0.65454,0.24438,0.19748,0.82577,0.99953,1,0.995,0.98526,0.99953,1,0.995,0.98953,0.1887,0.16574,0.02145,0.15029,0.77564,0.0010298,0.0010298,0.0010298
247,926.584,0.2596,0.72925,0.25484,0.20704,0.83613,0.99943,1,0.995,0.98549,0.99943,1,0.995,0.98512,0.18032,0.16575,0.0218,0.15115,0.77398,0.00102584,0.00102584,0.00102584
248,930.329,0.25027,0.6888,0.22533,0.20327,0.82501,0.99968,1,0.995,0.98595,0.99968,1,0.995,0.98898,0.17761,0.15995,0.02074,0.15099,0.77532,0.00102188,0.00102188,0.00102188
249,934.064,0.25771,0.70379,0.24124,0.20324,0.83528,0.99966,1,0.995,0.98825,0.99966,1,0.995,0.98943,0.18212,0.15584,0.02656,0.15697,0.77737,0.00101792,0.00101792,0.00101792
250,937.824,0.2625,0.65647,0.24153,0.20551,0.83671,0.99969,1,0.995,0.98835,0.99969,1,0.995,0.99101,0.1804,0.15068,0.02966,0.1504,0.7775,0.00101396,0.00101396,0.00101396
251,941.55,0.26484,0.67544,0.23365,0.20838,0.8358,0.99969,1,0.995,0.98484,0.99969,1,0.995,0.98745,0.17706,0.1624,0.02274,0.14898,0.77785,0.00101,0.00101,0.00101
